Sentiment,Student Reviews & Comments,Challenges & Issues,Source,Language,Sentiment Target Class,
Negative,"What betterment 
@HEC_Official
 have done regarding internet issues in Kashmir and other remote areas?","Poor internet connectivity in 
backward area",Twitter,English,1,
Negative,"Baloch Students in Islamabad are in Day-Night hunger strike against based online classes. HEC must review is the decision of taking online classes until it will not resolve the issues of Baloch Students. 
#SayNoToOnlineClasses 
@Senator_Baloch
 
@ShafiNaqiJamie","Poor internet connectivity in 
backward area",Twitter,English,1,
Negative,"We are now facing mental stress.
Internet connectivity issues, costly packages for students, and even some students were unable of submitting paper within time because of internet problem, and not giving a policy by 
@HEC
 about online classes are our major problems","#Mental Health issue
#Internet issue
#Highly expensive data package issue
",Twitter,English,1,
Negative,"I slute to the students and  we are stand our fandamental rights. off course we are facing such issues now a days because we 
belong to a remote areas there have no internet accesa, so how that posaible to attend online classes on this situation.
 HEC should stop online classess.",#Internet issue,Twitter,English,1,
Negative,"Some of those guys who were against Online education, who were facing issues in online classes  and used to talk on HEC 
yesterday ......topped CSS today",,Twitter,English,1,
Negative,Plz wind-up the online classes and promote all the students in next semester because students face so many issues,,Twitter,English,1,
Negative,"What you have done so far regarding the problems of students facing in government Universities? don't go farther,tell us what 
you have done regarding online classes issues? You are playing with future of many students and now you are crying on 
education budget.Shameonyou",,Twitter,English,1,
Negative,"#HEC n #FedEdu shld immediately address issues of students of #GilgitBaltistan #AJK
n #FATA, #Govt is stressing on #OnlineClasses without extending #4G to the areas.need to break the monopoly of #SCO n encourage other cellular networks. 
@Shafqat_Mahmood
 https://thehighasia.com/students-protest-against-nonavailability-of-internet-service/",#Poor internet connectivity ,Twitter,English,1,
Negative,"Plz dun spoil our future. Am in depression after taking these online classes. Dun be so cruel. Online classes are nothing but a
 drama. Plz dun pressurize us. We can,t fix these internet issues. Fst you should provide every student internet connection than teach us.","#Mental Health issue
#Internet issue",Twitter,English,1,
Negative,"The students of balochistan and KPK have no access of internet. 
How they take the classes? Students are at protest in all over Pakistan.The issues by students have been discussed in online
 guidance session.Plz see student  Retweets at every tweet on HEC website.They are crying","#Poor internet connectivity issue
 in backward area",Twitter,English,1,
Negative,"HEC should settle the issues of Baloch students, Online classes are not a matter for students of Balochistan but they aren?t 
able to attend online classes due to the absence of technological facilities. 
@hecpkofficial
 
@ChairmanBSAC","#Poor internet connectivity issue
 in backward area",Twitter,English,1,
Negative,"Baloch could leave their houses for the purpose of education then how they don?t want to attaind the online classes at their 
home? The issue isn?t the classes, it?s the matter of insufficient facilitions.
#SayNoToOnlineClasses",#Proper resources  issue,Twitter,English,1,
Negative,"#OnlineClasses
Stop online classes and exams. This is not a game. Many students have issues with internet. Some of them not have mobile
 and also not know how to use laptop. Please please don't do this with the future of students. #HEC you not know how they 
pay their fees.
","#Examination issue
#Internet issue
#Smartphone/Laptop availability issue",Twitter,English,1,
Negative,"Students from Fata and Balochistan are facing problems with online classes due to lack internet connectivity and electricity 
issues. HEC must understand the difficulty of the students.
#OnlineClasses 
#StudentsHungerStrike_15June 
#SayNoToOnlineClasses 
#onlineclassesfailed","#Poor Internet connectivity in 
backward area
#Loadshedding issue",Twitter,English,1,
Positive,"I myself asked a few friends f mine on phone,who belong to tribal areas if they were taking online classes properly or facing 
with internet issues,they said:
@HEC_Official
 itself is confronting with this issue,then how can you expect us to take online classes?& i was speechless.","Poor internet connectivity in 
backward area",Twitter,English,3,
Negative,"If I take side of HEC, then it's doesn't mean I'm Selfish.
Many of My Classmates are from out of the Punjab, But they never say that they faced any type of Internet Issues.
I never want to waste my time, Ohh Bhai Agar yeh Masla Mazeed 3 Saal tak Raha to Kya Kro Ga?
#OnlineClasses",,Twitter,English,1,
